post_id,influencer_id,platform,date,url,caption,reach,likes,comments
249,30,Instagram,2025-03-29,http://instagram.com/post/249,Check out HKVitals Probiotics! #ad,2771,125,12
250,30,Instagram,2025-04-27,http://instagram.com/post/250,Check out MuscleBlaze Protein Powder! #ad,3480,119,17
251,30,Instagram,2025-07-14,http://instagram.com/post/251,Check out MuscleBlaze BCAA! #ad,3991,156,21
252,30,Instagram,2025-07-02,http://instagram.com/post/252,Check out Gritzo Oats! #ad,3664,221,32
253,30,Instagram,2025-04-02,http://instagram.com/post/253,Check out Gritzo Peanut Butter! #ad,3781,256,30
254,30,Instagram,2025-07-06,http://instagram.com/post/254,Check out HKVitals Probiotics! #ad,2835,148,8
255,30,Instagram,2025-06-16,http://instagram.com/post/255,Check out HKVitals Omega 3! #ad,3832,193,20
256,30,Instagram,2025-07-26,http://instagram.com/post/256,Check out HKVitals Omega 3! #ad,3571,131,18
257,30,Instagram,2025-07-01,http://instagram.com/post/257,Check out Gritzo Chia Seeds! #ad,3403,124,16
258,31,Instagram,2025-03-25,http://instagram.com/post/258,Check out HKVitals Probiotics! #ad,13554,924,129
259,31,Instagram,2025-02-27,http://instagram.com/post/259,Check out HKVitals Multivitamins! #ad,11748,318,32
260,31,Instagram,2025-06-06,http://instagram.com/post/260,Check out Gritzo Chia Seeds! #ad,10467,520,99
261,31,Instagram,2025-03-30,http://instagram.com/post/261,Check out Gritzo Peanut Butter! #ad,12156,442,30
262,31,Instagram,2025-06-15,http://instagram.com/post/262,Check out Gritzo Chia Seeds! #ad,13962,344,51
263,31,Instagram,2025-05-08,http://instagram.com/post/263,Check out HKVitals Multivitamins! #ad,10270,297,24
264,31,Instagram,2025-06-27,http://instagram.com/post/264,Check out HKVitals Multivitamins! #ad,9356,251,15
265,31,Instagram,2025-07-12,http://instagram.com/post/265,Check out MuscleBlaze BCAA! #ad,13012,803,146
266,31,Instagram,2025-02-05,http://instagram.com/post/266,Check out Gritzo Peanut Butter! #ad,13720,698,97
267,31,Instagram,2025-02-28,http://instagram.com/post/267,Check out MuscleBlaze Protein Powder! #ad,13418,785,134
268,31,Instagram,2025-03-02,http://instagram.com/post/268,Check out Gritzo Peanut Butter! #ad,8128,310,48
269,32,Twitter,2025-05-28,http://twitter.com/status/269,Check out HKVitals Probiotics! #ad,47520,1506,129
270,32,Twitter,2025-07-05,http://twitter.com/status/270,Check out HKVitals Multivitamins! #ad,37386,2518,497
271,32,Twitter,2025-04-29,http://twitter.com/status/271,Check out HKVitals Omega 3! #ad,40676,1664,123
272,32,Twitter,2025-03-09,http://twitter.com/status/272,Check out Gritzo Oats! #ad,49693,1123,137
273,32,Twitter,2025-04-11,http://twitter.com/status/273,Check out Gritzo Oats! #ad,45756,2095,143
274,32,Twitter,2025-02-14,http://twitter.com/status/274,Check out MuscleBlaze Mass Gainer! #ad,39371,1797,313
275,32,Twitter,2025-02-16,http://twitter.com/status/275,Check out MuscleBlaze Mass Gainer! #ad,49976,3324,373
276,32,Twitter,2025-04-16,http://twitter.com/status/276,Check out Gritzo Peanut Butter! #ad,34168,2382,253
277,32,Twitter,2025-02-04,http://twitter.com/status/277,Check out HKVitals Multivitamins! #ad,48869,2565,432
278,32,Twitter,2025-02-25,http://twitter.com/status/278,Check out MuscleBlaze Mass Gainer! #ad,50775,2214,386
279,32,Twitter,2025-06-25,http://twitter.com/status/279,Check out Gritzo Peanut Butter! #ad,39353,797,49
280,32,Twitter,2025-03-20,http://twitter.com/status/280,Check out MuscleBlaze Protein Powder! #ad,41795,2355,304
281,33,Instagram,2025-06-29,http://instagram.com/post/281,Check out HKVitals Multivitamins! #ad,49193,1101,124
282,33,Instagram,2025-07-02,http://instagram.com/post/282,Check out Gritzo Peanut Butter! #ad,41205,2547,318
283,33,Instagram,2025-05-13,http://instagram.com/post/283,Check out MuscleBlaze BCAA! #ad,56373,1809,129
284,33,Instagram,2025-04-22,http://instagram.com/post/284,Check out MuscleBlaze BCAA! #ad,50925,2471,192
285,33,Instagram,2025-06-08,http://instagram.com/post/285,Check out MuscleBlaze BCAA! #ad,71765,1678,216
286,33,Instagram,2025-05-08,http://instagram.com/post/286,Check out Gritzo Chia Seeds! #ad,39782,2532,143
287,34,Instagram,2025-04-12,http://instagram.com/post/287,Check out HKVitals Probiotics! #ad,30788,1829,186
288,34,Instagram,2025-06-20,http://instagram.com/post/288,Check out Gritzo Chia Seeds! #ad,33064,1623,265
289,34,Instagram,2025-02-24,http://instagram.com/post/289,Check out MuscleBlaze Mass Gainer! #ad,44577,2704,206
290,34,Instagram,2025-06-29,http://instagram.com/post/290,Check out Gritzo Peanut Butter! #ad,55894,2455,189
291,34,Instagram,2025-02-24,http://instagram.com/post/291,Check out MuscleBlaze BCAA! #ad,50568,2168,203
292,34,Instagram,2025-02-07,http://instagram.com/post/292,Check out MuscleBlaze Protein Powder! #ad,38580,1369,150
293,34,Instagram,2025-07-06,http://instagram.com/post/293,Check out Gritzo Peanut Butter! #ad,36959,2131,167
294,34,Instagram,2025-04-08,http://instagram.com/post/294,Check out MuscleBlaze BCAA! #ad,39005,1022,107
295,34,Instagram,2025-07-21,http://instagram.com/post/295,Check out HKVitals Probiotics! #ad,41811,2835,285
296,34,Instagram,2025-03-06,http://instagram.com/post/296,Check out HKVitals Probiotics! #ad,43315,2868,366
297,34,Instagram,2025-07-04,http://instagram.com/post/297,Check out MuscleBlaze BCAA! #ad,41414,1719,342
298,35,Twitter,2025-05-15,http://twitter.com/status/298,Check out HKVitals Omega 3! #ad,32529,1183,111
299,35,Twitter,2025-04-26,http://twitter.com/status/299,Check out Gritzo Chia Seeds! #ad,40820,2224,228
300,35,Twitter,2025-02-06,http://twitter.com/status/300,Check out Gritzo Peanut Butter! #ad,45657,1906,278
301,35,Twitter,2025-07-02,http://twitter.com/status/301,Check out MuscleBlaze Protein Powder! #ad,47101,1898,240
302,35,Twitter,2025-06-24,http://twitter.com/status/302,Check out Gritzo Oats! #ad,54318,1474,208
303,35,Twitter,2025-06-30,http://twitter.com/status/303,Check out HKVitals Multivitamins! #ad,33134,1053,154
304,35,Twitter,2025-04-09,http://twitter.com/status/304,Check out HKVitals Probiotics! #ad,30729,850,99
305,36,Facebook,2025-04-11,http://facebook.com/posts/305,Check out HKVitals Multivitamins! #ad,29275,1360,149
306,36,Facebook,2025-06-04,http://facebook.com/posts/306,Check out HKVitals Multivitamins! #ad,35777,761,59
307,36,Facebook,2025-05-10,http://facebook.com/posts/307,Check out HKVitals Probiotics! #ad,21603,1269,197
308,36,Facebook,2025-03-12,http://facebook.com/posts/308,Check out Gritzo Peanut Butter! #ad,31294,2188,175
309,36,Facebook,2025-02-24,http://facebook.com/posts/309,Check out MuscleBlaze Mass Gainer! #ad,22526,1253,250
310,36,Facebook,2025-07-05,http://facebook.com/posts/310,Check out Gritzo Peanut Butter! #ad,30854,1711,226
311,36,Facebook,2025-03-26,http://facebook.com/posts/311,Check out HKVitals Multivitamins! #ad,31594,2096,305
312,36,Facebook,2025-07-02,http://facebook.com/posts/312,Check out HKVitals Probiotics! #ad,23393,1620,273
313,36,Facebook,2025-03-16,http://facebook.com/posts/313,Check out HKVitals Multivitamins! #ad,25692,1248,149
314,36,Facebook,2025-05-16,http://facebook.com/posts/314,Check out MuscleBlaze BCAA! #ad,34494,803,88
315,37,YouTube,2025-05-11,http://youtube.com/watch?v=315,Check out HKVitals Omega 3! #ad,20569,487,95
316,37,YouTube,2025-06-03,http://youtube.com/watch?v=316,Check out MuscleBlaze Mass Gainer! #ad,16873,773,53
317,37,YouTube,2025-07-09,http://youtube.com/watch?v=317,Check out Gritzo Chia Seeds! #ad,18134,1058,73
318,37,YouTube,2025-05-07,http://youtube.com/watch?v=318,Check out MuscleBlaze Protein Powder! #ad,17414,613,45
319,37,YouTube,2025-06-16,http://youtube.com/watch?v=319,Check out MuscleBlaze Mass Gainer! #ad,21852,1003,92
320,37,YouTube,2025-02-13,http://youtube.com/watch?v=320,Check out HKVitals Multivitamins! #ad,18622,885,60
321,37,YouTube,2025-03-29,http://youtube.com/watch?v=321,Check out Gritzo Chia Seeds! #ad,13024,677,93
322,37,YouTube,2025-05-22,http://youtube.com/watch?v=322,Check out MuscleBlaze Protein Powder! #ad,18867,1057,148
323,37,YouTube,2025-07-12,http://youtube.com/watch?v=323,Check out Gritzo Oats! #ad,20588,440,25
324,37,YouTube,2025-06-03,http://youtube.com/watch?v=324,Check out Gritzo Peanut Butter! #ad,18789,1096,123
325,37,YouTube,2025-06-02,http://youtube.com/watch?v=325,Check out MuscleBlaze Mass Gainer! #ad,21247,1004,146
326,37,YouTube,2025-03-29,http://youtube.com/watch?v=326,Check out HKVitals Multivitamins! #ad,20376,1105,104
327,38,Facebook,2025-06-12,http://facebook.com/posts/327,Check out MuscleBlaze Protein Powder! #ad,9831,434,34
328,38,Facebook,2025-05-27,http://facebook.com/posts/328,Check out MuscleBlaze Mass Gainer! #ad,12413,446,88
329,38,Facebook,2025-04-06,http://facebook.com/posts/329,Check out HKVitals Multivitamins! #ad,11796,539,35
330,38,Facebook,2025-03-17,http://facebook.com/posts/330,Check out HKVitals Multivitamins! #ad,8777,284,18
331,38,Facebook,2025-03-26,http://facebook.com/posts/331,Check out HKVitals Probiotics! #ad,9699,660,122
332,38,Facebook,2025-07-06,http://facebook.com/posts/332,Check out HKVitals Probiotics! #ad,11554,340,25
333,39,Twitter,2025-05-06,http://twitter.com/status/333,Check out HKVitals Omega 3! #ad,3257,219,27
334,39,Twitter,2025-03-17,http://twitter.com/status/334,Check out MuscleBlaze BCAA! #ad,4160,93,11
335,39,Twitter,2025-07-19,http://twitter.com/status/335,Check out Gritzo Chia Seeds! #ad,4482,209,37
336,39,Twitter,2025-04-23,http://twitter.com/status/336,Check out MuscleBlaze Mass Gainer! #ad,5185,301,31
337,39,Twitter,2025-04-17,http://twitter.com/status/337,Check out MuscleBlaze BCAA! #ad,4732,180,16
338,39,Twitter,2025-04-14,http://twitter.com/status/338,Check out Gritzo Peanut Butter! #ad,5286,179,35
339,39,Twitter,2025-06-10,http://twitter.com/status/339,Check out Gritzo Oats! #ad,3546,88,9
340,39,Twitter,2025-04-05,http://twitter.com/status/340,Check out Gritzo Peanut Butter! #ad,5261,157,19
341,39,Twitter,2025-05-06,http://twitter.com/status/341,Check out MuscleBlaze Protein Powder! #ad,3300,183,31
342,39,Twitter,2025-05-10,http://twitter.com/status/342,Check out HKVitals Multivitamins! #ad,4853,222,22
343,39,Twitter,2025-05-28,http://twitter.com/status/343,Check out HKVitals Multivitamins! #ad,4269,216,38
344,39,Twitter,2025-05-24,http://twitter.com/status/344,Check out HKVitals Probiotics! #ad,5461,254,39
345,40,Instagram,2025-05-01,http://instagram.com/post/345,Check out MuscleBlaze Mass Gainer! #ad,37465,954,107
346,40,Instagram,2025-03-30,http://instagram.com/post/346,Check out Gritzo Chia Seeds! #ad,44920,2239,201
347,40,Instagram,2025-06-05,http://instagram.com/post/347,Check out Gritzo Chia Seeds! #ad,34872,786,95
348,40,Instagram,2025-05-11,http://instagram.com/post/348,Check out Gritzo Chia Seeds! #ad,44681,2772,200
349,40,Instagram,2025-06-10,http://instagram.com/post/349,Check out MuscleBlaze Protein Powder! #ad,43502,2393,188
350,40,Instagram,2025-04-25,http://instagram.com/post/350,Check out HKVitals Omega 3! #ad,32968,1797,200
351,40,Instagram,2025-06-29,http://instagram.com/post/351,Check out Gritzo Peanut Butter! #ad,51011,2897,171
352,40,Instagram,2025-02-25,http://instagram.com/post/352,Check out Gritzo Oats! #ad,43209,3020,367
353,40,Instagram,2025-04-12,http://instagram.com/post/353,Check out HKVitals Multivitamins! #ad,40678,1897,250
354,41,Instagram,2025-05-28,http://instagram.com/post/354,Check out HKVitals Multivitamins! #ad,11032,374,35
355,41,Instagram,2025-03-28,http://instagram.com/post/355,Check out HKVitals Probiotics! #ad,7136,394,38
356,41,Instagram,2025-04-07,http://instagram.com/post/356,Check out Gritzo Chia Seeds! #ad,7480,195,29
357,41,Instagram,2025-04-13,http://instagram.com/post/357,Check out HKVitals Omega 3! #ad,11018,663,62
358,41,Instagram,2025-03-26,http://instagram.com/post/358,Check out Gritzo Oats! #ad,7858,330,29
359,41,Instagram,2025-05-02,http://instagram.com/post/359,Check out MuscleBlaze Protein Powder! #ad,10360,347,46
360,41,Instagram,2025-03-23,http://instagram.com/post/360,Check out MuscleBlaze Protein Powder! #ad,9257,456,39
361,41,Instagram,2025-06-08,http://instagram.com/post/361,Check out Gritzo Oats! #ad,9373,212,23
362,41,Instagram,2025-06-17,http://instagram.com/post/362,Check out HKVitals Multivitamins! #ad,9598,257,50
363,42,Twitter,2025-04-18,http://twitter.com/status/363,Check out Gritzo Peanut Butter! #ad,47599,1426,277
364,42,Twitter,2025-04-01,http://twitter.com/status/364,Check out HKVitals Probiotics! #ad,35489,2073,306
365,42,Twitter,2025-03-15,http://twitter.com/status/365,Check out Gritzo Chia Seeds! #ad,54711,3656,683
366,42,Twitter,2025-03-04,http://twitter.com/status/366,Check out HKVitals Multivitamins! #ad,60814,1326,232
367,42,Twitter,2025-07-01,http://twitter.com/status/367,Check out HKVitals Multivitamins! #ad,60892,4147,783
368,42,Twitter,2025-07-18,http://twitter.com/status/368,Check out MuscleBlaze Protein Powder! #ad,42415,2126,402
369,42,Twitter,2025-04-04,http://twitter.com/status/369,Check out HKVitals Omega 3! #ad,62412,2943,365
370,43,Instagram,2025-07-13,http://instagram.com/post/370,Check out Gritzo Peanut Butter! #ad,10285,621,61
371,43,Instagram,2025-06-20,http://instagram.com/post/371,Check out HKVitals Probiotics! #ad,10174,298,47
372,43,Instagram,2025-07-02,http://instagram.com/post/372,Check out HKVitals Probiotics! #ad,13155,390,55
373,43,Instagram,2025-06-02,http://instagram.com/post/373,Check out HKVitals Omega 3! #ad,12018,292,43
374,43,Instagram,2025-03-06,http://instagram.com/post/374,Check out MuscleBlaze Mass Gainer! #ad,10648,345,30
375,43,Instagram,2025-03-16,http://instagram.com/post/375,Check out HKVitals Omega 3! #ad,15153,531,84
376,43,Instagram,2025-01-31,http://instagram.com/post/376,Check out HKVitals Probiotics! #ad,10905,346,51
377,44,Instagram,2025-03-30,http://instagram.com/post/377,Check out MuscleBlaze Mass Gainer! #ad,34156,2259,413
378,44,Instagram,2025-06-28,http://instagram.com/post/378,Check out HKVitals Probiotics! #ad,23672,1557,146
379,44,Instagram,2025-05-28,http://instagram.com/post/379,Check out MuscleBlaze Protein Powder! #ad,39157,1719,203
380,44,Instagram,2025-05-27,http://instagram.com/post/380,Check out HKVitals Omega 3! #ad,34448,2261,369
381,44,Instagram,2025-07-04,http://instagram.com/post/381,Check out Gritzo Oats! #ad,35553,1920,267
382,44,Instagram,2025-07-01,http://instagram.com/post/382,Check out MuscleBlaze BCAA! #ad,29744,1641,101
383,44,Instagram,2025-05-19,http://instagram.com/post/383,Check out MuscleBlaze Protein Powder! #ad,36787,2396,192
384,44,Instagram,2025-05-13,http://instagram.com/post/384,Check out MuscleBlaze Protein Powder! #ad,27557,1268,85
385,44,Instagram,2025-03-10,http://instagram.com/post/385,Check out Gritzo Chia Seeds! #ad,30520,1982,231
386,44,Instagram,2025-02-09,http://instagram.com/post/386,Check out HKVitals Multivitamins! #ad,30970,1326,77
387,44,Instagram,2025-04-29,http://instagram.com/post/387,Check out Gritzo Peanut Butter! #ad,34842,1386,239
388,44,Instagram,2025-06-23,http://instagram.com/post/388,Check out MuscleBlaze BCAA! #ad,22854,941,145
389,45,Twitter,2025-07-22,http://twitter.com/status/389,Check out MuscleBlaze Mass Gainer! #ad,14917,603,99
390,45,Twitter,2025-06-27,http://twitter.com/status/390,Check out Gritzo Chia Seeds! #ad,22562,925,184
391,45,Twitter,2025-04-13,http://twitter.com/status/391,Check out HKVitals Omega 3! #ad,19199,1039,155
392,45,Twitter,2025-05-14,http://twitter.com/status/392,Check out MuscleBlaze BCAA! #ad,25231,654,130
393,45,Twitter,2025-04-15,http://twitter.com/status/393,Check out Gritzo Oats! #ad,23583,734,37
394,46,Facebook,2025-03-28,http://facebook.com/posts/394,Check out HKVitals Probiotics! #ad,65165,2685,287
395,46,Facebook,2025-03-15,http://facebook.com/posts/395,Check out MuscleBlaze Mass Gainer! #ad,52277,1766,336
396,46,Facebook,2025-06-19,http://facebook.com/posts/396,Check out MuscleBlaze Protein Powder! #ad,68288,2797,461
397,46,Facebook,2025-07-20,http://facebook.com/posts/397,Check out MuscleBlaze Protein Powder! #ad,47437,1188,65
398,46,Facebook,2025-05-25,http://facebook.com/posts/398,Check out Gritzo Chia Seeds! #ad,70456,2271,128
399,47,YouTube,2025-03-16,http://youtube.com/watch?v=399,Check out Gritzo Oats! #ad,34189,2010,142
400,47,YouTube,2025-03-26,http://youtube.com/watch?v=400,Check out MuscleBlaze BCAA! #ad,31016,1515,251
401,47,YouTube,2025-07-07,http://youtube.com/watch?v=401,Check out HKVitals Multivitamins! #ad,26133,709,105
402,47,YouTube,2025-03-13,http://youtube.com/watch?v=402,Check out HKVitals Omega 3! #ad,25660,1227,170
403,47,YouTube,2025-06-21,http://youtube.com/watch?v=403,Check out MuscleBlaze BCAA! #ad,32843,1569,89
404,47,YouTube,2025-04-06,http://youtube.com/watch?v=404,Check out Gritzo Chia Seeds! #ad,27546,1273,196
405,47,YouTube,2025-04-18,http://youtube.com/watch?v=405,Check out MuscleBlaze Mass Gainer! #ad,27463,1585,191
406,47,YouTube,2025-07-13,http://youtube.com/watch?v=406,Check out MuscleBlaze Mass Gainer! #ad,36025,980,117
407,47,YouTube,2025-02-09,http://youtube.com/watch?v=407,Check out Gritzo Peanut Butter! #ad,37987,1818,127
408,47,YouTube,2025-03-17,http://youtube.com/watch?v=408,Check out HKVitals Multivitamins! #ad,26641,638,74
409,47,YouTube,2025-04-11,http://youtube.com/watch?v=409,Check out MuscleBlaze BCAA! #ad,33658,993,89
410,47,YouTube,2025-06-09,http://youtube.com/watch?v=410,Check out Gritzo Chia Seeds! #ad,21467,507,86
411,48,Twitter,2025-05-02,http://twitter.com/status/411,Check out MuscleBlaze Mass Gainer! #ad,6947,454,37
412,48,Twitter,2025-03-07,http://twitter.com/status/412,Check out Gritzo Oats! #ad,9044,521,97
413,48,Twitter,2025-06-13,http://twitter.com/status/413,Check out Gritzo Chia Seeds! #ad,6481,426,56
414,48,Twitter,2025-06-29,http://twitter.com/status/414,Check out HKVitals Omega 3! #ad,7718,404,38
415,48,Twitter,2025-04-09,http://twitter.com/status/415,Check out Gritzo Peanut Butter! #ad,7717,464,73
416,48,Twitter,2025-06-26,http://twitter.com/status/416,Check out HKVitals Multivitamins! #ad,7266,295,39
417,48,Twitter,2025-03-13,http://twitter.com/status/417,Check out Gritzo Oats! #ad,5591,266,36
418,48,Twitter,2025-06-18,http://twitter.com/status/418,Check out HKVitals Omega 3! #ad,6235,227,24
419,49,Facebook,2025-05-06,http://facebook.com/posts/419,Check out Gritzo Chia Seeds! #ad,31941,1177,193
420,49,Facebook,2025-05-04,http://facebook.com/posts/420,Check out Gritzo Chia Seeds! #ad,28855,1241,198
421,49,Facebook,2025-04-07,http://facebook.com/posts/421,Check out MuscleBlaze Protein Powder! #ad,28563,1268,237
422,49,Facebook,2025-05-14,http://facebook.com/posts/422,Check out Gritzo Oats! #ad,25591,1585,96
423,49,Facebook,2025-07-07,http://facebook.com/posts/423,Check out Gritzo Oats! #ad,29230,1187,209
424,49,Facebook,2025-03-15,http://facebook.com/posts/424,Check out MuscleBlaze BCAA! #ad,19946,617,73
425,49,Facebook,2025-02-10,http://facebook.com/posts/425,Check out Gritzo Chia Seeds! #ad,27753,1410,172
426,49,Facebook,2025-05-04,http://facebook.com/posts/426,Check out MuscleBlaze Protein Powder! #ad,25716,1043,54
427,50,YouTube,2025-05-13,http://youtube.com/watch?v=427,Check out HKVitals Multivitamins! #ad,40513,2223,254
428,50,YouTube,2025-07-25,http://youtube.com/watch?v=428,Check out MuscleBlaze Protein Powder! #ad,50608,2339,201
429,50,YouTube,2025-05-29,http://youtube.com/watch?v=429,Check out Gritzo Peanut Butter! #ad,48112,1605,175
430,50,YouTube,2025-04-12,http://youtube.com/watch?v=430,Check out HKVitals Omega 3! #ad,42037,2922,245
431,50,YouTube,2025-06-11,http://youtube.com/watch?v=431,Check out MuscleBlaze BCAA! #ad,52395,2750,150
432,50,YouTube,2025-04-18,http://youtube.com/watch?v=432,Check out HKVitals Omega 3! #ad,41739,951,48
433,50,YouTube,2025-03-03,http://youtube.com/watch?v=433,Check out MuscleBlaze Mass Gainer! #ad,48843,2551,254
434,50,YouTube,2025-07-15,http://youtube.com/watch?v=434,Check out MuscleBlaze BCAA! #ad,50635,1594,295
435,50,YouTube,2025-06-13,http://youtube.com/watch?v=435,Check out Gritzo Peanut Butter! #ad,34903,2310,352
436,51,YouTube,2025-07-23,http://youtube.com/watch?v=436,Check out Gritzo Chia Seeds! #ad,5560,161,28
437,51,YouTube,2025-02-01,http://youtube.com/watch?v=437,Check out MuscleBlaze BCAA! #ad,3994,243,42
438,51,YouTube,2025-02-13,http://youtube.com/watch?v=438,Check out HKVitals Multivitamins! #ad,5273,254,45
439,51,YouTube,2025-06-10,http://youtube.com/watch?v=439,Check out Gritzo Peanut Butter! #ad,4725,269,45
440,51,YouTube,2025-06-12,http://youtube.com/watch?v=440,Check out Gritzo Oats! #ad,5081,349,20
441,51,YouTube,2025-04-24,http://youtube.com/watch?v=441,Check out MuscleBlaze Protein Powder! #ad,4593,268,51
442,51,YouTube,2025-04-16,http://youtube.com/watch?v=442,Check out HKVitals Multivitamins! #ad,5487,324,38
443,51,YouTube,2025-03-14,http://youtube.com/watch?v=443,Check out HKVitals Probiotics! #ad,6423,267,40
444,51,YouTube,2025-06-06,http://youtube.com/watch?v=444,Check out HKVitals Multivitamins! #ad,5908,205,17
445,52,YouTube,2025-02-14,http://youtube.com/watch?v=445,Check out HKVitals Multivitamins! #ad,49905,2954,216
446,52,YouTube,2025-04-15,http://youtube.com/watch?v=446,Check out HKVitals Omega 3! #ad,41082,832,80
447,52,YouTube,2025-04-09,http://youtube.com/watch?v=447,Check out HKVitals Multivitamins! #ad,41920,1231,144
448,52,YouTube,2025-05-17,http://youtube.com/watch?v=448,Check out Gritzo Peanut Butter! #ad,40977,1003,133
449,52,YouTube,2025-05-25,http://youtube.com/watch?v=449,Check out Gritzo Peanut Butter! #ad,65514,1350,151
450,52,YouTube,2025-06-29,http://youtube.com/watch?v=450,Check out MuscleBlaze BCAA! #ad,66721,4354,856
451,53,Facebook,2025-06-11,http://facebook.com/posts/451,Check out HKVitals Multivitamins! #ad,11395,399,49
452,53,Facebook,2025-02-10,http://facebook.com/posts/452,Check out MuscleBlaze Mass Gainer! #ad,12592,440,73
453,53,Facebook,2025-04-09,http://facebook.com/posts/453,Check out HKVitals Multivitamins! #ad,16476,737,105
454,53,Facebook,2025-04-28,http://facebook.com/posts/454,Check out MuscleBlaze Protein Powder! #ad,12842,866,86
455,53,Facebook,2025-05-30,http://facebook.com/posts/455,Check out HKVitals Omega 3! #ad,14026,582,100
456,53,Facebook,2025-06-05,http://facebook.com/posts/456,Check out Gritzo Oats! #ad,12806,642,99
457,53,Facebook,2025-05-02,http://facebook.com/posts/457,Check out HKVitals Multivitamins! #ad,18603,1273,119
458,54,Twitter,2025-05-21,http://twitter.com/status/458,Check out MuscleBlaze Mass Gainer! #ad,5033,306,33
459,54,Twitter,2025-02-20,http://twitter.com/status/459,Check out Gritzo Oats! #ad,5738,271,41
460,54,Twitter,2025-05-16,http://twitter.com/status/460,Check out MuscleBlaze BCAA! #ad,5312,294,34
461,54,Twitter,2025-03-27,http://twitter.com/status/461,Check out Gritzo Oats! #ad,6478,387,43
462,54,Twitter,2025-05-06,http://twitter.com/status/462,Check out MuscleBlaze BCAA! #ad,4794,156,11
463,54,Twitter,2025-04-21,http://twitter.com/status/463,Check out HKVitals Multivitamins! #ad,5271,263,36
464,54,Twitter,2025-05-13,http://twitter.com/status/464,Check out Gritzo Chia Seeds! #ad,5171,112,21
465,54,Twitter,2025-06-14,http://twitter.com/status/465,Check out Gritzo Chia Seeds! #ad,5888,142,23
466,54,Twitter,2025-06-06,http://twitter.com/status/466,Check out Gritzo Peanut Butter! #ad,4349,220,29
467,54,Twitter,2025-06-03,http://twitter.com/status/467,Check out Gritzo Chia Seeds! #ad,5110,294,57
468,54,Twitter,2025-04-23,http://twitter.com/status/468,Check out MuscleBlaze Protein Powder! #ad,4128,128,20
469,54,Twitter,2025-05-17,http://twitter.com/status/469,Check out Gritzo Chia Seeds! #ad,5683,240,26
470,55,Twitter,2025-04-06,http://twitter.com/status/470,Check out MuscleBlaze Mass Gainer! #ad,12330,503,97
471,55,Twitter,2025-02-21,http://twitter.com/status/471,Check out Gritzo Oats! #ad,14694,545,91
472,55,Twitter,2025-05-10,http://twitter.com/status/472,Check out HKVitals Omega 3! #ad,15934,667,103
473,55,Twitter,2025-04-01,http://twitter.com/status/473,Check out MuscleBlaze Mass Gainer! #ad,11749,652,34
474,55,Twitter,2025-04-06,http://twitter.com/status/474,Check out Gritzo Oats! #ad,17884,504,99
475,55,Twitter,2025-03-17,http://twitter.com/status/475,Check out Gritzo Oats! #ad,16669,609,69
476,55,Twitter,2025-04-29,http://twitter.com/status/476,Check out MuscleBlaze Mass Gainer! #ad,17424,510,75
477,56,Instagram,2025-02-04,http://instagram.com/post/477,Check out Gritzo Chia Seeds! #ad,53104,2255,258
478,56,Instagram,2025-01-30,http://instagram.com/post/478,Check out Gritzo Oats! #ad,35556,2048,350
479,56,Instagram,2025-02-10,http://instagram.com/post/479,Check out Gritzo Oats! #ad,50938,2386,250
480,56,Instagram,2025-03-08,http://instagram.com/post/480,Check out HKVitals Multivitamins! #ad,37022,2337,301
481,56,Instagram,2025-06-02,http://instagram.com/post/481,Check out HKVitals Probiotics! #ad,40293,1596,107
482,56,Instagram,2025-04-07,http://instagram.com/post/482,Check out HKVitals Probiotics! #ad,34695,1862,316
483,56,Instagram,2025-07-26,http://instagram.com/post/483,Check out Gritzo Chia Seeds! #ad,32421,865,58
484,56,Instagram,2025-03-29,http://instagram.com/post/484,Check out MuscleBlaze Protein Powder! #ad,39896,1079,116
485,56,Instagram,2025-05-25,http://instagram.com/post/485,Check out MuscleBlaze BCAA! #ad,40166,1176,170
486,56,Instagram,2025-06-13,http://instagram.com/post/486,Check out Gritzo Oats! #ad,44601,1983,140
487,56,Instagram,2025-03-31,http://instagram.com/post/487,Check out HKVitals Probiotics! #ad,31614,1199,61
488,57,Twitter,2025-03-08,http://twitter.com/status/488,Check out HKVitals Probiotics! #ad,78982,3534,539
489,57,Twitter,2025-04-20,http://twitter.com/status/489,Check out Gritzo Peanut Butter! #ad,78192,1887,103
490,57,Twitter,2025-06-26,http://twitter.com/status/490,Check out MuscleBlaze Mass Gainer! #ad,56652,1769,165
491,57,Twitter,2025-06-30,http://twitter.com/status/491,Check out HKVitals Probiotics! #ad,90181,5257,696
492,57,Twitter,2025-02-20,http://twitter.com/status/492,Check out Gritzo Oats! #ad,67762,3195,634
493,57,Twitter,2025-05-14,http://twitter.com/status/493,Check out MuscleBlaze BCAA! #ad,75956,2349,267
494,57,Twitter,2025-06-21,http://twitter.com/status/494,Check out Gritzo Oats! #ad,69170,4839,568
495,58,Twitter,2025-07-16,http://twitter.com/status/495,Check out MuscleBlaze Mass Gainer! #ad,20054,518,88
496,58,Twitter,2025-03-11,http://twitter.com/status/496,Check out Gritzo Chia Seeds! #ad,18315,1154,163
497,58,Twitter,2025-04-22,http://twitter.com/status/497,Check out MuscleBlaze BCAA! #ad,12888,390,31
498,58,Twitter,2025-02-10,http://twitter.com/status/498,Check out Gritzo Peanut Butter! #ad,16767,835,62
